id,label,subject,text
91,bug_report,Async function not awaited,Async function called without await causing unexpected behavior.
92,bug_report,Race between async operations,Two async operations race and produce inconsistent results.
93,bug_report,Callback hell making code fragile,Deeply nested callbacks make code fragile and hard to debug.
94,bug_report,Error handler not catching,Some errors slip through error handler because they're wrong type.
95,bug_report,Try catch not catching async,Try-catch isn't catching errors from async code.
96,bug_report,Finally block not running,Finally block doesn't run if exception thrown in catch.
97,bug_report,Exception message unhelpful,Exception messages are generic and don't help debug the problem.
98,bug_report,Stack trace missing line numbers,Stack traces don't include line numbers making debugging hard.
99,bug_report,Logging level too verbose,Logging is too verbose making logs huge and unreadable.
100,bug_report,Logs getting lost,Log messages are being lost before they can be written.
101,bug_report,Log file rotation broken,Log files don't rotate and grow indefinitely.
102,bug_report,Secrets in log output,Sensitive data like passwords are being logged.
103,bug_report,Performance degradation over time,Application performance gradually degrades over time.
104,bug_report,Memory growth unbounded,Memory usage grows unbounded even when doing the same tasks.
105,bug_report,CPU usage spike unexplained,CPU usage spikes to 100% for no apparent reason.
106,bug_report,Slow database query,Specific database query is extremely slow.
107,bug_report,Missing database index,Query is slow because critical index is missing.
108,bug_report,Query result set too large,Query tries to load millions of rows causing memory exhaustion.
109,bug_report,N plus one query problem,Doing one query in a loop creates N+1 queries.
110,bug_report,Cartesian product in join,Database join creates unintended cartesian product.
111,bug_report,Aggregate function wrong,Aggregate function is calculating wrong result.
112,bug_report,GROUP BY clause error,GROUP BY isn't working correctly with selected columns.
113,bug_report,HAVING clause not filtering,HAVING clause isn't filtering aggregated results as expected.
114,bug_report,Window function incorrect,Window function is producing wrong result over partition.
115,bug_report,Pagination offset wrong,Pagination with offset produces duplicate or missing rows.
116,bug_report,Sorting by alias failing,ORDER BY with column alias fails in some databases.
117,bug_report,NULL handling inconsistent,NULL values are treated inconsistently in operations.
118,bug_report,Type coercion unexpected,Implicit type coercion produces unexpected results.
119,bug_report,String encoding wrong,Strings are corrupted due to wrong character encoding.
120,bug_report,CSV escaping broken,CSV export doesn't properly escape special characters.
121,bug_report,JSON serialization circular,Trying to serialize circular object structure hangs.
122,bug_report,XML parsing error,XML parser fails on valid XML documents.
123,bug_report,HTML rendering issue,HTML content doesn't render correctly in the UI.
124,bug_report,CSS specificity problem,CSS rules aren't applying because of specificity issues.
125,bug_report,JavaScript undefined variable,Reference to undefined variable crashes JavaScript.
126,bug_report,Closure capturing wrong value,Closure is capturing wrong value due to scoping issue.
127,bug_report,Array mutation bug,Array was mutated when it shouldn't have been.
128,bug_report,Object reference not deep copied,Object wasn't deep copied so changes affect original.
129,bug_report,Map iteration order,Iterating over map/object produces unpredictable order.
130,bug_report,Set membership broken,Set membership testing not working correctly.
131,bug_report,Equality check broken,Equality operator not working for custom objects.
132,bug_report,Hashing collision,Hash function has too many collisions causing hash table issues.
133,bug_report,Random seed not isolated,Random number generator isn't properly seeded causing predictable output.
134,bug_report,Crypto random insufficient,Using wrong random source for cryptographic purposes.
135,bug_report,Timing attack vulnerability,Comparison operations vulnerable to timing attacks.
136,bug_report,SQL injection vulnerability,User input not properly escaped allowing SQL injection.
137,bug_report,XSS vulnerability in output,User input echoed to page without escaping causing XSS.
138,bug_report,CSRF token validation missing,CSRF token not properly validated on state-changing operations.
139,bug_report,Authentication bypass found,Found vulnerability allowing authentication bypass.
140,bug_report,Authorization check missing,Certain operations missing authorization checks.
141,bug_report,Session fixation possible,Session can be fixated allowing takeover.
142,bug_report,JWT token expiration not checked,JWT token expiration isn't being validated properly.
143,bug_report,API key leaked in logs,API keys are appearing in application logs.
144,bug_report,Certificate validation disabled,SSL certificate validation is disabled in production.
145,bug_report,TLS version too old,Using TLS 1.0 or 1.1 which is considered insecure.
146,bug_report,Cipher suite weak,Weak cipher suites are being used for encryption.
147,bug_report,Key derivation weak,Password key derivation uses weak algorithm.
148,bug_report,Salt not random,Password salt is not random or is reused.
149,bug_report,Hash algorithm weak,Using MD5 or SHA1 for password hashing.
150,bug_report,Challenge response broken,Challenge-response authentication isn't working.
151,bug_report,Replay attack possible,Recorded requests can be replayed causing issues.
152,bug_report,Man in the middle possible,Traffic can be intercepted and modified.
153,bug_report,DNS spoofing vulnerability,DNS responses not validated allowing spoofing.
154,bug_report,LDAP injection possible,LDAP queries vulnerable to injection attacks.
155,bug_report,Command injection vulnerability,System commands vulnerable to injection.
156,bug_report,Path traversal possible,User can traverse to files outside intended directory.
157,bug_report,Symlink following issue,Following symlinks causes access to unintended files.
158,bug_report,Race condition file access,Time of check to time of use race condition exists.
160,bug_report,Installation notification popup Desktop notification not displaying,I have notifications enabled but they're not showing up on my desktop. Nothing appears even when configured to do so.
161,bug_report,Sound notification too loud,The notification sound is painfully loud and there's no way to adjust the volume. It's startling.
162,bug_report,Vibration notification not turning off,I disabled vibrations in settings but my phone still vibrates when notifications arrive.
163,bug_report,Notification spam overwhelming,The app is sending way too many notifications making the setting feel useless. Can't use the product because of alerts.
164,bug_report,System notification overridden,The system-level notification settings aren't being respected. Your app ignores do-not-disturb settings.
165,bug_report,Popup overlay preventing interaction,A modal or popup is stuck on screen and blocking me from interacting with the main content.
166,bug_report,Background task crashing app,The app crashes whenever background sync tries to run even with minimal data.
167,bug_report,Memory usage excessive,The app is using an excessive amount of device memory and draining battery very quickly.
168,bug_report,CPU usage spiking randomly,For no apparent reason the app suddenly spikes to 100% CPU usage causing the device to get very hot.
169,bug_report,Offline mode not working,Even with cached data the app won't function when internet is disconnected.
170,bug_report,Data sync conflicts corrupting data,When syncing between devices sometimes data gets corrupted if there are conflicts.
171,bug_report,Fingerprint sensor misalignment,The app isn't recognizing my fingerprint correctly even though it works fine in other apps.
172,bug_report,Microphone permission prompts repeatedly,The app keeps asking for microphone permission every time even though I already granted it.
173,bug_report,Camera feed showing upside down,Video streaming from the camera is rotated 180 degrees making it impossible to use.
174,bug_report,Text input prediction broken,The keyboard autocomplete and predictive text suggestions are completely wrong and unhelpful.
175,bug_report,Clipboard paste not working,When I try to paste text from clipboard into the app it doesn't appear.
176,bug_report,Drag and drop non-functional,The drag-and-drop functionality for reordering items isn't working on mobile.
177,bug_report,Text overflow in buttons,Long text in buttons overflows and gets cut off making labels unreadable.
178,bug_report,Button tap targets too small,The touch targets for buttons are so small it's hard to tap them accurately on a phone.
179,bug_report,Icon rendering blurry,Icons in the app are rendered blurry and pixelated instead of crisp.
180,bug_report,Font inconsistency across screens,Different screens use different fonts making the app feel disjointed.
181,bug_report,Color scheme doesn't match brand,The color palette used doesn't match our brand guidelines that we specified.
182,bug_report,Spacing inconsistent between sections,The padding and margins between UI elements are inconsistent looking unprofessional.
183,bug_report,Animation causing motion sickness,The animations are too fast or too much making users with motion sensitivity feel sick.
184,bug_report,Loading state unclear,When the app is loading there's no visual indicator so users think it froze or failed.
185,bug_report,Error message incomprehensible,Error messages are cryptic and don't explain what went wrong or how to fix it.
186,bug_report,Warning not obvious enough,Critical warnings are styled the same as regular messages so important ones get missed.
187,bug_report,Accessibility violation for color blind,The app uses color alone to convey meaning making it unusable for colorblind users.
188,bug_report,Screen reader incompatible,The app is completely incompatible with screen readers preventing blind users from using it.
189,bug_report,Keyboard navigation missing,There's no keyboard navigation making the app unusable for those who can't use a mouse.
190,bug_report,Focus indicator invisible,When using keyboard navigation the focus indicator is invisible so you can't see which element is focused.
191,bug_report,Form labels disconnected from fields,Form field labels aren't properly associated with their inputs confusing screen readers.
192,bug_report,Image alt text missing,Images don't have alt text making them inaccessible to blind users and bad for SEO.
193,bug_report,Video captions missing,Videos don't have captions making them inaccessible to deaf users.
194,bug_report,Language change not working,When I change the app language to Spanish or another language UI still shows in English.
195,bug_report,Date format not localized,Dates always show in MM/DD/YYYY format regardless of locale settings.
196,bug_report,Number formatting wrong locale,Numbers use periods instead of commas for thousands in non-English locales.
197,bug_report,RTL languages displayed as LTR,Right-to-left languages like Arabic display left-to-right making them unreadable.
198,bug_report,Currency symbol not showing,Prices show as just numbers without currency symbols in some locales.
199,bug_report,Time zone conversion wrong,Event times are displayed in wrong time zone not matching user's setting.
200,bug_report,Daylight saving time not handled,When daylight saving time changes the app shows wrong times or misses the transition.
