id,label,subject,text
128,account_access,Profile change history,Show what was recently changed on a profile for transparency.
129,account_access,Account export,Let users export all their data as a backup or for data portability.
130,account_access,Account import,Allow bulk importing of data from previous accounts or other services.
131,account_access,Data deletion request,Provide easy way to permanently delete all personal data upon request.
132,account_access,GDPR compliance tools,Provide tools for GDPR compliance including data access and deletion requests.
133,account_access,CCPA compliance tools,Support California Consumer Privacy Act compliance features.
134,account_access,Right to be forgotten,Delete all traces of a user account when requested.
135,account_access,Data portability export,Export account data in a standard portable format like JSON or CSV.
136,account_access,Notification center,Centralized place to view all notifications organized by type and date.
137,account_access,Notification preferences per type,Control which types of notifications I receive and how desktop email SMS etc.
138,account_access,Quiet hours scheduling,Set times when notifications are muted like during sleep hours.
139,account_access,Do not disturb mode,Temporarily mute all notifications until I turn it back on.
140,account_access,Notification digest frequency,Choose how often I get notification digests hourly daily weekly etc.
141,account_access,Notification sound customization,Set different sounds for different notification types.
142,account_access,Badge count hiding,Hide notification badge counts if they're stressing you out.
143,account_access,Read receipt control,Choose whether to send read receipts when I open messages.
144,account_access,Typing indicator toggle,Control whether others see when I'm typing.
145,account_access,Last seen hidden,Hide your last active time from other users for privacy.
146,account_access,Online status toggle,Control whether your online status is visible to others.
147,account_access,Block user feature,Block specific users from contacting or viewing your profile.
148,account_access,Report user abuse,Report inappropriate behavior for moderator review.
149,account_access,Ignore list,Silently ignore messages from specific users without blocking them.
150,account_access,Favorites list,Maintain a list of favorite users or contacts for quick access.
151,account_access,User search,Search for other users by username or other identifying info.
152,account_access,People discovery,Discover and connect with people with similar interests.
153,account_access,Recommendation algorithm,Recommend people to follow based on interests and connections.
154,account_access,Connection requests,Send and receive connection requests before following or adding someone.
155,account_access,Accept follow requests,Require approval before someone can follow your account.
156,account_access,Public vs private account,Choose whether your account and content is publicly visible or private.
157,account_access,Follower list,View a list of all your followers and unfollow if needed.
158,account_access,Following list,View everyone you follow and unfollow accounts.
159,account_access,Mutual connection highlight,Indicate when you follow each other mutually.
160,account_access,Friend suggestions,Get suggestions for new friends based on mutual connections.
161,account_access,Contact import from phone,Import contacts from phone to find friends in the service.
162,account_access,Calendar invitation feature,Send calendar invites for events or meetings through the platform.
163,account_access,Birthday reminders,Automatically celebrate and remind you of friend birthdays.
164,account_access,Favorite emoji reaction,Let me set my favorite emoji for quick reactions without typing.
165,account_access,Custom stickers and emojis,Let creators upload custom emoji and sticker packs.
166,account_access,Reaction summary,Show aggregated reactions to messages to see the group sentiment.
167,account_access,Message editing,Let me edit messages after I send them for typos or corrections.
168,account_access,Message deletion,Delete messages so they're no longer visible even if already read.
169,account_access,Can't access account on new device,I switched phones and now I can't log into my account on the new device.
170,account_access,Account restricted without explanation,My account has been restricted but I wasn't told why or what I did wrong.
171,account_access,Email change unverified,I changed my email but the verification email for the new email never arrived.
172,account_access,Phone number not updating,I tried to update my phone number for 2FA but the change won't save.
173,account_access,Backup email not working,My backup email for account recovery isn't being recognized.
174,account_access,Two devices logged in same time issue,I can't be logged in on two devices at the same time even though I need to be.
175,account_access,Automatic logout during work,I get automatically logged out while I'm actively working which is frustrating.
176,account_access,Password reset link malformed,The password reset link in the email has special characters that break the URL.
177,account_access,Account recovery too strict,The account recovery process requires information I don't have anymore.
178,account_access,Login credentials not saved,Browser isn't remembering my login credentials even though I allow it to.
179,account_access,Keyboard shortcuts not working in login,Keyboard shortcuts I use elsewhere don't work in the login form.
180,account_access,Mobile login truncated,On mobile the login form doesn't fit properly and buttons are cut off.
181,account_access,Login page slow to load,The login page takes forever to load making the authentication process painful.
182,account_access,Login session state lost,If I navigate away from the login page during setup the state is lost.
183,account_access,Account activation link expired,The activation link in the signup email expired before I clicked it.
184,account_access,Username case sensitivity issue,The username is case-sensitive but I can't remember the exact case I chose.
185,account_access,Email already registered ambiguity,The error message says my email is already registered but I can't log in.
186,account_access,Duplicate accounts created,I accidentally created two accounts and now I have duplicates I can't merge.
187,account_access,Account suspended for no reason,My account was suspended but I haven't violated any terms.
188,account_access,Appeal process for suspension unclear,I can't figure out how to appeal my account suspension.
189,account_access,Account reactivation process broken,Even after resolving the issue I can't reactivate my account.
190,account_access,Deletion request not processed,I requested account deletion weeks ago but the account still exists.
191,account_access,Data still accessible after deletion,After deletion my data is somehow still accessible to me.
192,account_access,No confirmation before deletion,The system let me delete my account without asking for confirmation.
193,account_access,Deletion rollback unavailable,I accidentally deleted my account and there's no way to undo it.
194,account_access,Personal data not fully deleted,The system says my account was deleted but my personal data is still there.
195,account_access,Download data before deletion failing,The export data feature doesn't work so I can't back up before deleting.
196,account_access,Account transfer unavailable,I can't transfer my account to another email address.
197,account_access,Family account sharing broken,Family account sharing isn't working properly so my family can't access their accounts.
198,account_access,Guest access permissions wrong,Guest access isn't respecting the permission levels I set.
199,account_access,Invite link expired immediately,Invite links I send expire too quickly before people can use them.
200,account_access,Accept invite fails with email,Accepting an invite fails if my email format is slightly different.
