id,label,subject,text
35,account_access,Multi-factor delays excessive,Multi-factor authentication is taking too long on each attempt to get in. I can't even manage my subscription or check my charges because I can't get past the verification step.
36,account_access,CAPTCHA triggering too frequently,After a few failed attempts to get in you're making me solve CAPTCHAs constantly. It's excessive.
37,account_access,Single sign-on broken after update,SSO stopped working after service update.
38,account_access,Authenticator app out of sync,My Google Authenticator codes don't match what your system expects even though my phone time is correct.
39,account_access,Company VPN blocks the sign-in page,Our company VPN is mandatory but when it is on your sign-in page fails to load. Without VPN I am not allowed to browse.
40,account_access,Iris scan not working,Iris scan authentication isn't working on my device.
41,account_access,Cross-site request forgery lacking protection,Security audit found that CSRF tokens aren't implemented. This is a critical vulnerability.
42,account_access,Invite link expired before I could use it,A teammate sent me an invite but by the time it arrived in my mailbox the link had already expired. I can't join the workspace.
43,account_access,Deletion rollback unavailable,I accidentally deleted my account and there's no way to undo it.
44,account_access,Privacy protection failing,Privacy protection features are failing to protect.
45,account_access,HTTPS not enforced,The site allows HTTP connections over HTTPS.
46,account_access,Account recovery vulnerable,Account recovery process is vulnerable to attacks.
47,account_access,Invite link expired immediately,Invite links I send expire too quickly before people can use them.
48,account_access,Account downgraded and access revoked mid-session,I was using the app when it logged me out and downgraded my account. I suspect it's a billing issue but I just want back in.
49,account_access,Username contains restricted characters,I want to create an account with special characters in my username but the system won't allow them.
50,account_access,Username case sensitivity issue,The username is case-sensitive but i cant remeber the exact case I chose.
51,account_access,IP restriction causing problems,IP whitelist is blocking legitimate connections.
52,account_access,MFA requirement disabled,Multi-factor authentication stopped working after account change.
53,account_access,Team member can't join workspace,I sent an invite to a collegue but they say they never recieved it and cant find the workspace.
54,account_access,Data collection scope creeping,Scope of data collection keeps expanding.
55,account_access,VPN not working with account,Using VPN breaks my account access.
56,account_access,Session hijacking feared,I think someone hijacked my session and accessed my account.
57,account_access,Metadata collection excessive,Excessive metadata being collected about activity.
58,account_access,Third-party login account link lost,My Google account link disappeared after account migration.
59,account_access,Account shows suspended but I paid,My dashboard says account suspended yet my bank shows the charge went through last week. Need access immediately.
60,account_access,Account activity showing impossible location,My account activity log shows access from a country I've never visited. Is my account compromised?
61,account_access,Still can't sign in,I still cannot sign into my account. Please help.
62,account_access,Activation email never delivered,I registered three days ago and the account activation link was never delivered to my inbox or spam. I cannot activate my account.
63,account_access,Suspicious activity blocks,My account keeps getting blocked by false positives in your security system. I'm being prevented from accessing features I pay for. Each block requires going through support and takes days to resolve.
64,account_access,The sign-in button does absolutely nothing when clicked,"On Chrome the button just sits there when clicked. No error, no redirect, nothing. Works on my phone though."
65,account_access,Voice recognition for account access keeps failing,Voice recognition authentication fails too often.
66,account_access,Can't get into my account at all,Everything I try just doesn't work. I've been locked out for days and no one is helping me.
67,account_access,Session timeout too quick,My session times out after just 5 minuets of inactivity. Thats too short I need longer sessions.
68,account_access,Email change unverified,I changed my email but the verification email for the new email never arrived.
69,account_access,"Account merged incorrectly, wrong credentials now",Your system merged my two accounts and now neither set of credentials works. I'm locked out of everything.
70,account_access,Session fixation vulnerability warning,I was warned by security researcher that your session handling has fixation vulnerabilities. Is this being fixed?
71,account_access,New device verification code never arrives,When I try to get in from my new laptop the system says it will send a device verification code to my email but the code never arrives. I have checked spam and all folders and there is nothing. Without the code I cannot complete verification and access my account. Please either resend the code or disable the device verification requirement for my account.
72,account_access,Download data before deletion failing,The export data feature doesn't work so I can't back up before deleting.
73,account_access,Can't access account on new device,I switched phones and now I can't log into my account on the new device.
74,account_access,"Shared account, one user locked everyone out",One person on our shared team account got locked out and now none of us can get in. We're all blocked.
75,account_access,Automatic logout during work,I get automatically logged out while I'm actively working which is frustrating. I lose access to my subscription management and can't review my charges mid-session.
76,account_access,Temporary access code never prompts me to change it,You sent me a temporary password to reset but there's no way to set it up. I'm stuck with the temp password.
77,account_access,Data still accessible after deletion,After deletion my data is somehow still accessible to me.
78,account_access,Account impersonation suspected,You've flagged my account as potential fraud and suspended it even though it's legitimate. I can't access the service I'm being charged for and I haven't violated any terms. My subscription payment went through just fine.
79,account_access,Family account sharing broken,Family account sharing isn't working properly so my family can't access their accounts.
80,account_access,Third-party account not linking,I tried to link my Google account but the linking process fails at the final step.
81,account_access,Magic link expired too quickly,The magic link password reset link you emailed me expired in 15 minutes. I didn't see the email in time.
82,account_access,My plan change locked me out,I submitted a request to change my subscription plan yesterday and immediately afterward I was logged out and cannot get back in. The entry form accepts my credentials but then redirects me to an error page rather than my dashboard. The plan migration appears to have broken my account access. I need to be let back in as soon as possible.
83,account_access,Accept invite fails with email,Accepting an invite fails if my email format is slightly different.
84,account_access,Face ID false rejection,Face ID rejects legitimate attempts to unlock.
85,account_access,Nickname containing profanity rejected,I chose a username that apparently your system thinks is inappropriate but it's not. The filter is too strict.
86,account_access,Account activation link expired,The activation link in the signup email expired before I clicked it.
87,account_access,Cookie persistence broken,Persistent cookies aren't persisting after browser close.
88,account_access,No confirmation before deletion,The system let me delete my account without asking for confirmation.
89,account_access,Account issue after the latest software update,Ever since the software update pushed last night my account has become completely inaccessible. Submitting my credentials produces a vague error and drops me back to the home screen. Other users I know are reporting the same problem after the update. This is an account access issue caused by the update not a general software bug.
90,account_access,New device not trusted despite confirmation email,I clicked the trust link in the confirmation email on my new laptop but the system still refuses to let me in saying device not trusted. Ive tried this like 5 times.
91,account_access,Student discount not applied,I provided my student email at signup but when I get into my account the discount tier still shows as inactive. The settings page says I need to re-verify my student status but the verification link sends me to an error page.
92,account_access,Two devices logged in same time issue,I can't have my account open on two devices at the same time even though I need to be.
93,account_access,Appeal process for suspension unclear,I can't figure out how to appeal my account suspension.
94,account_access,Duplicate accounts created,I accidentally created two accounts and now I have duplicates I can't merge.
95,account_access,Wrong user profile loaded,"After getting in, a different user's profile and data are loaded into my account session."
96,account_access,OpenID provider changed,Third-party OpenID provider changed causing auth failure.
97,account_access,Personal data not fully deleted,The system says my account was deleted but my personal data is still there.
98,account_access,Admin said account is unlocked but I still can't get in,Support told me the account was unlocked but I still can't get in. This has been going on for a week.
99,account_access,Account restricted without explanation,My account has been restricted but I wasn't told why or what I did wrong. I can't access any features I'm currently paying for and I'm still being charged.
100,account_access,Single sign-on setup failed,I tried to set up single sign-on with my company identity provider but it won't connect properly.
101,account_access,Location tracking unwanted,Location tracking is happening and can't be disabled.
102,account_access,Biometric data lost after update,After app update my biometric authentication stopped working.
103,account_access,Inactivity timeout too short,Inactivity timeout is set way too short.
104,account_access,Remember me not working,The stay signed-in option isn't persisting my session across visits.
105,account_access,Not receiving alerts when someone accesses my account,You're supposed to email me when someone logs into my account but I'm not getting those notifications.
106,account_access,Account locked with no explanation,My account has been locked and I have received no email or notification explaining why. I have not violated any terms of service and there is no unusual activity on my account that I am aware of. I need the lock removed and an explanation of what triggered it. Please restore my access immediately.
107,account_access,Account deactivation irreversible,"I deactivated my account but changed my mind. The system won't let me reactivate it, and I'm still being charged the monthly fee."
108,account_access,Password reset email contains wrong link,The password reset email has a link but when I click it I get 'token expired' even though I clicked immediately. The link might be malformed.
109,account_access,Account showing in use elsewhere,It says my account is already active somewhere else but I only have it open on this device.
110,account_access,Geolocation blocking too strict,Geographic restrictions on account access are too strict.
111,account_access,Recovery questions changed,Security questions can be changed by attackers.
112,account_access,Backup email not working,My backup email for account recovery isn't being recognized.
113,account_access,Forgot username can't retrieve,I can't get into my account and I've been locked out for three days. The subscription I'm paying for is completely inaccessible and I can't find a way to recover my account details.
114,account_access,Email already registered ambiguity,The error message says my email is already registered but I still can't get into my account.
115,account_access,Accessibility feature breaking the sign-in form,The screen reader mode I use is incompatible with your entry form and prevents me from getting in.
116,account_access,Cross-device session disconnect,Getting into my account on one device logs me out of others. This is especially problematic because I need to manage my billing and subscription from multiple devices.
117,account_access,Backup codes not valid,My backup 2FA codes are being rejected as invalid.
118,account_access,Browser autofill breaks the login form,When I let the browser autofill my credentials the form submits but immediately clears with no error. Manual typing works.
119,account_access,Biometric auth fails randomly,Face ID or fingerprint auth works sometimes but not others.
120,account_access,Legacy account no longer works,My old account stopped working after your migration. I can't get in with my old credentials and username.
121,account_access,Fingerprint sensor flaky,Fingerprint sensor is unreliable and inconsistent.
122,account_access,Blocked from signing in on a new device,When I try to get into my account from a new device the system blocks it even though I verify it's me.
123,account_access,Biometric login not working,The fingerprint authentication on iOS isn't working even though I set it up correctly.
124,account_access,Two-factor SMS not arriving,2FA SMS texts aren't arriving so I can't complete verification and get into my account.
125,account_access,Account recovery too strict,The account recovery process requires information I don't have anymore.
126,account_access,Paid for premium but account still shows free tier,I completed the payment for premium yesterday and got a receipt but when I log in the account still shows free and I can't access premium features.
127,account_access,Account merge didn't complete,I tried to merge two accounts and the process seemed to complete but my data didn't consolidate properly.
128,account_access,Cross-tenant data access possible,A security audit found that users from one organization can access data from another organization. This is a critical flaw.
129,account_access,"Just can't get in anymore, worked fine yesterday",It worked yesterday. Today it doesn't. Nothing has changed on my end.
130,account_access,Brute-force protection on sign-in is too weak,Brute force protection is too weak.
131,account_access,App crashed and now I can't get back in,The app crashed completely while I was browsing my profile and now I cannot get past the entry screen. I keep seeing a loading spinner that never resolves. I suspect the crash corrupted my session token because even entering my credentials correctly does nothing. Please help me regain access to my account.
132,account_access,Credentials strength requirements never explained,You rejected my credentials as too weak but you never clearly specify what makes them acceptable.
133,account_access,Account locked after failed sign-in attempts,I tried to get into my account with the wrong credentials a few times and now it is locked. What do I do?
134,account_access,Tor access blocked,Access from Tor network is being blocked.
135,account_access,Account transfer unavailable,I can't transfer my account to another email address.
136,account_access,Recovery phone old,Recovery phone number is outdated and no longer mine.
137,account_access,Account reactivation process broken,Even after resolving the issue I can't reactivate my account.
138,account_access,Pattern unlock forgotten,Gesture/pattern unlock options available but I forgot my pattern.
139,account_access,Can't access account on mobile app,I can get into my account on the desktop website without any problem but the mobile app refuses my credentials every time and shows an invalid entry error. I have uninstalled and reinstalled the app twice and the issue persists. My credentials are correct as proven by the desktop access. Please fix the mobile app access for my account.
140,account_access,"SSO redirect loop, never actually gets me in",Clicking Sign in with Google bounces me between pages endlessly without ever logging me in.
141,account_access,Account takeover suspected,I suspect my account was compromised by someone else.
142,account_access,Recovery email abandoned,Can't recover account because recovery email is old and abandoned.
143,account_access,Backup authentication method missing,I set up a backup authentication method but it's not showing up when I need to use it.
144,account_access,Email not verified stuck,My account requires email verfication but the verfication email never arrived. Im stuck in limbo.
145,account_access,Credentials change not saving,I tried to change my credentials but after entering the new ones I get an error and the change doesn't save.
146,account_access,Deletion request not processed,I requested account deletion weeks ago but the account still exists.
147,account_access,IP address blocking too aggressive,You blocked my account because of suspicious login from a different IP but I was traveling it was me.
148,account_access,Username says it doesn't exist but I have emails from you,When I enter my email it says no account found yet I have years of emails from your service to this address.
149,account_access,Admin permission lost mysteriously,I was an admin on my workspace but suddenly lost access to admin functions without anyone removing me. We pay for the Enterprise plan specifically for admin controls.
150,account_access,Concurrent session limit enforced,I tried to access my account on my laptop and phone at the same time but you only allow one active session so I was kicked out. Our team plan is supposed to support multiple simultaneous users and we're paying for that tier.
151,account_access,Security questions too obvious,Security questions are easy to guess.
152,account_access,Cookie theft vulnerability,Session cookies aren't secure and can be stolen.
153,account_access,Proxy detection breaking auth,Proxy usage is being detected and blocking authentication.
154,account_access,New account creation fails,When I try to create a new account it says an error occurred but doesn't tell me what went wrong. I already paid for the subscription and can't access what I'm being charged for.
155,account_access,Recovery codes not working,I saved my backup access codes but when I try to use them the system rejects them as invalid.
156,billing,Tiered overage pricing,Your overage rates don't decrease even with high volume.
157,billing,Need a VAT receipt for our company records,Our accounting department needs a proper VAT receipt with our company's VAT number included. The receipts generated from my account don't have a field for this. How do I get one?
158,billing,Loyalty discount for long-term customer,We've been customers for 5 years but new customers get better prices. Is there a loyalty discount?
159,billing,Annual plan charged monthly by mistake,I signed up for annual billing to get the discount but I've been charged monthly for three months. I want the billing corrected going forward.
160,billing,Setup fee not explained,There's a $50 'setup fee' on my first bill that wasn't mentioned during signup. What is this amount for and why wasn't I informed?
161,billing,Billing consolidation not working,We have multiple accounts and requested to consolidate all charges onto one statement but it didn't happen.
162,billing,Partial payment not accepted,When I tried to make a partial payment you wouldn't accept it.
163,billing,Taxes calculated incorrectly for my region,The tax rate on my invoice is wrong for my state. I need corrected invoices for the last six months.
164,billing,Account statement still shows old company name,I merged with another company and changed my registered name but your billing still shows the old name.
165,billing,Goodwill credit rejected,We requested a credit for our inconvenience but support denied the request without explanation.
166,billing,Multiple currencies showing on invoice,My statement is a mix of currencies instead of being converted to my home currency.
167,billing,Monthly charge but billed annually,My account dashboard shows the annual subscription plan but the payments are being processed as 12 separate monthly deductions. The plan type visible in my settings does not match what I agreed to at signup.
168,billing,Department cost allocation impossible,Our finance department needs to allocate costs to different departments but your system doesn't support cost allocation.
169,billing,Billed for add-on I never enabled,I see a charge for a feature I never activated. I want it removed from my account and the charge explained.
170,billing,Volume commitment confusion,The volume commitment required for discount doesn't match my actual needs.
171,billing,Bulk discount not applied,We were promised a 20% bulk discount for ordering 5 licenses but only received a 10% discount. Please correct the amounts.
172,billing,Subscription plan showing wrong tier,I upgraded from Starter to Pro last week and the payment went through but my account still shows Starter features and limits. My invoice shows the Pro charge.
173,billing,Minimum monthly spend enforced,You enforce a minimum monthly spend which limits my flexibility.
174,billing,Need to change billing email address,Our company restructured and I need to change the billing contact email from john@oldcompany.com to finance@newcompany.com. Who do I contact for this?
175,billing,Statement shows amounts in two different currencies,My account is set to USD but the invoice shows amounts in EUR. This is confusing and the conversion seems off from the actual exchange rate.
176,billing,Consumption overage protection missing,I'd like to set a cap on overage charges to avoid surprises.
177,billing,Trial ending surprise charge,My free trial ended and you immediately charged without sending a reminder or confirmation.
178,billing,Family plan billing issues,I upgraded to the family plan but I'm still being charged for individual accounts separately instead of one family plan charge.
179,billing,Billing cycle mismatch with bank,My bank shows the charge on the 15th but your records say it was processed on the 10th. Which date is correct?
180,billing,Yearly commitment charge appears monthly,I enrolled in the annual plan option but my account keeps reverting to show a monthly subscription. Every time I get into my dashboard settings it shows the wrong plan tier and I can't update it.
181,billing,Tax line item seems arbitrary,There's a tax charge on my bill but it's not clear what the tax rate is or why it applies.
182,billing,Charge from unknown source,I see a recurring charge labeled with a company name I don't recognize. I definitely didn't sign up with them. I checked my account settings and there's no record of this subscription. Is this fraud?
183,billing,Grandfathered pricing changed without notice,I was told my original pricing would be locked in permanently but my latest invoice reflects the new higher rate.
184,billing,Payment declined but I was still charged,I tried to pay my bill and got a 'payment declined' message. However my bank shows the $89 was actually debited. I have a screenshot of both the error and bank statement.
185,billing,Service was delivered months ago but only just charged,Other charges appear immediately but some services took months to show up on my statement.
186,billing,Statement issued even after I cancelled,I cancelled my subscription and received confirmation but you still sent a bill for the next month. I should not be charged after cancellation.
187,billing,Double charge for same billing period,My account shows two subscription entries for the same month even though I never made any changes. When I get into the subscription management section it only shows one active subscription but two deductions appeared on my card.
188,billing,Charged monthly instead of annual rate,I selected the annual payment plan at signup but my recent charges appear to be at the monthly rate. I should be paying less per month on annual.
189,billing,Pricing changes applied retroactively,You changed your pricing model and applied it retroactively. I noticed when I accessed my account history that older periods now show different amounts than what I agreed to and what I paid at the time.
190,billing,Account credit not deducted from this month's charges,I have a credit on my account from an earlier overpayment but it wasn't applied to this month's bill.
191,billing,Payment schedule inflexible,You won't work with our payment schedule that differs from your standard terms.
192,billing,Contract price locked vs new price,I signed a contract for $150/month but you're trying to charge me $200/month as the 'new market rate'. Isn't my rate locked in?
193,billing,Pricing page shows different rate,The current pricing page shows $79/month but I'm being charged $99/month. Was there a price increase? When did that happen?
194,billing,Previous overpayment not credited,I overpaid by $50 last month and was told it would be credited toward my next bill. It's not showing on this month's statement.
195,billing,This is NOT a request for money back I just need the charge explained,I want to be absolutely clear that I am not asking for a refund or any money to be returned to me. I cannot access my account dashboard to see the breakdown of charges. The page keeps timing out. I need to understand what that $47.99 amount covers but I cannot get into the details section.
196,billing,Service credit not applied,We were told we'd receive a service credit for the outage but it doesn't appear on our next statement.
197,billing,Payment method removed without warning,You removed my payment method from file without notifying me why.
198,billing,Charged for shipping tier I didn't select,"Checkout showed standard shipping but I was billed for express. I want the billing corrected, not a refund."
199,billing,Charged for team seats I removed,I removed three team members from our account on March 1st but the March statement still includes 8 seats instead of 5. Please adjust the charges for next month and credit back.
200,billing,Overage charges for normal usage,You're charging us overage fees even though our usage is within our plan limits.
201,billing,Account shows wrong plan despite correct charge,My bank shows I was charged for Pro plan but the app says I'm on Free. Where did my money go?
202,billing,Prorated billing calculation wrong,When I changed plans mid-month the proration calculation charged me more than it should have.
203,billing,Billing metric definition unclear,It's not clear exactly what metrics you're using to calculate charges.
204,billing,Special pricing agreement not documented,We have a special deal but nothing is in writing so when you changed staff it was forgotten.
205,billing,Volume discount not calculated correctly,Our team account was supposed to be updated to the enterprise tier once we crossed the usage threshold but the account still shows the standard plan. The tier in our admin settings hasn't changed even though we qualify.
206,billing,Per-user pricing scaling issue,Per-user pricing doesn't scale well as we grow our team.
207,billing,"Currency mismatch on invoice, charged in USD not CAD",I'm located in Canada but my invoice shows USD pricing even though I set my account to CAD. The exchange rate applied seems incorrect and I need the charge reversed for the overcharge.
208,billing,True-up billing at year end,Large true-up charges at year end from over/under estimating usage.
209,billing,Discount code expired without notice,I had a 30% discount code that was suppossed to be valid through March but it stoped working mid-month. No notifcation was sent. Can you reapply it?
210,billing,Charge timing unpredictable,Sometimes I'm charged at the start of the month sometimes mid-month never consistent.
211,billing,Tax line on invoice is incorrect,The invoice I received includes a tax line that does not match the applicable rate for my region. I have verified the correct rate independently and your system has applied the wrong percentage to my total. I need the invoice recalculated with the correct tax amount and a revised copy sent to me for my records.
212,billing,Can't download charges from 2023,I need invoices from 2023 for tax purposes but the download option only shows invoices from the last 3 months. How do I access older invoices?
213,billing,Free trial converted to paid without any warning,My trial ended and I was charged without any reminder email. I did not knowingly agree to auto-conversion.
214,billing,Wrong amount on statement,The amount on my latest statement is wrong. Please correct it.
215,billing,Enterprise contract terms ignored,Our enterprise contract specifies custom pricing but you're using standard rates instead.
216,billing,Pricing page vs actual price discrepancy,The website lists prices that are lower than what I'm actually being charged. What gives?
217,billing,Educational discount terms not met,The educational discount requires something we can't provide but your support won't suggest an alternative.
218,billing,Wrong company address showing on all statements,The receipt is being sent to an old company address that I updated three months ago. I've updated my profile in my account but they still go to the wrong place.
219,billing,Refund bounced back to my bank,I received my refund but my bank sent it back as undeliverable. Now it's stuck and I need help getting it reissued to a valid account.
220,billing,Negotiation leverage unequal,As a small company I have no negotiation power for better rates.
221,billing,Collection calls from third party,My account was sent to collections even though I've been disputing the charge. My access was revoked and I can't even get into my account to pull my payment history to support the dispute.
222,billing,Partner discount code invalid,The reseller gave us a discount code but when I try to apply it the system says it's invalid or expired.
223,billing,Currency on my statements changed without warning,My invoices switched from USD to EUR without me requesting it. This causes accounting problems.
224,billing,Charge receipts going to wrong email address,Receipts are going to a distribution list email instead of my personal email. I never added that email to the acount.
225,billing,Promo code not applied at checkout,I entered the promo code SAVE20 at checkout and it said it was applied but the final charge on my card was full price. Please apply the 20% discount or refund the difference.
226,billing,Holiday season premium pricing,You billed me extra for holiday season even though I ordered well in advance. My statement shows a premium rate I was never quoted.
227,billing,Locked into bad pricing,I signed a long contract at bad rates and can't escape it.
228,billing,Request for billing history download,I need all payment history from 2023 and 2024 for our annual audit. When I log in to the portal it only shows the last 6 months. Can you export or email the full history as PDF?
229,billing,Service credit expiration too short,The service credit you issued expires in 15 days. That's not enough time to use it.
230,billing,Seat count on my statement doesn't match real users,I'm being billed for 15 seats but only 9 people have accounts. I want the billing reconciled.
231,billing,Duplicate line items on my monthly charge record,I see the same service listed twice on my statement so I'm being double-charged for one thing.
232,billing,Detailed usage data not available,I need detailed hour-by-hour usage data to reconcile charges but you only provide monthly summaries.
233,billing,Cancellation fees charged,There was a large cancellation fee when I tried to downgrade. The contract didn't clearly state this.
234,billing,"Unexpected charge, need itemization before deciding",There's a charge I don't recognize. Before I do anything I want a detailed breakdown of what I was billed for.
235,billing,Free trial converted to paid without warning,My free trial was supposed to end on the fifteenth but I was already charged on the twelfth. When I get into my account the trial status shows it expired but the subscription was already activated. There was no warning screen before the conversion happened.
236,billing,Bill doesn't match what I was quoted,The price I'm being charged is different from what I agreed to at signup. I have the original quote email.
237,billing,Shipping charges bundled without clarity,Transit costs are bundled into the product price making it hard to see what I'm actually being billed for. I need the delivery fee broken out on my statement separately.
238,billing,Payment method on file keeps declining,My credit card on file keeps getting declined even though I know it's valid. I've updated it multiple times but the system won't accept it. Getting frustrated.
239,billing,Downloaded statement PDF is corrupted,I downloaded my statement but the PDF is corrupted and won't open. Every time I click the download button the file comes out broken and won't render.
240,refund_request,Charged twice this month,My credit card statement shows two charges of $49.99 from your company on March 1st. I'm on a monthly plan so there should only be one. Please refund the duplicate.
241,billing,Unexpected charge on my account,I see a charge of $9.99 labeled 'Add-on Feature' on my bill but i never purchaced any add-ons. Can you tell me what this is for and remove it if its an error?
242,billing,Recurring charge not authorized,Theres a recurring charge on my account that I never authorised. It started apearing 3 months ago and im not sure what its for.
243,billing,Promo code confirmed at checkout but not on my statement,I entered a promo code and it said accepted but my invoice shows full price.
244,billing,Charged twice but I want explanation not refund,"I see two identical charges on my statement from the same day. I'm not asking for money back yet, I just need to understand why this happened."
245,refund_request,Free trial ended early,"My 14-day free trial was supposed to end on March 20th but you charged my card on March 10th. I'd like the charge reversed and my trial extended. When I got into my account to check, it already showed a paid subscription I didn't agree to."
246,billing,Annual plan refund request,I upgraded to the annual plan three days ago but it's not the right fit. I'd like to downgrade back to monthly and get a prorated refund for the remaining months.
247,billing,Wrong date on my statement this month,The statement shows a date from last month but was issued today. This is causing issues with our accounting system that records by date.
248,billing,VAT number I submitted not showing on receipts,I provided my VAT number during signup but invoices still show full tax charges. This needs to be corrected on all past invoices.
249,billing,Grace period charges applied incorrectly,You charged me even though I have a 30-day grace period in my contract.
250,billing,Rebate application never happened,You promised a rebate upon signing but it never appeared on my statement.
251,billing,Finance charge added to account,"An extra fee appeared on my account that wasn't explained. When I tried to access the billing details page to see what triggered it, the page crashed and I got a 500 error."
252,billing,Negotiated discount forgotten after renewal,You gave us a discount for the first year but it disappeared on renewal even though we discussed keeping it.
253,billing,Multiple departments billed on a single statement,I have separate legal entities but you're combining them on one statement which violates our accounting rules.
254,billing,Multiple refunds issued,I requested one refund but I see three separate refund transactions from you in my bank account. I'm confused about what I actually owe.
255,billing,Late payment interest compounding incorrectly,If a payment is late you're charging interest that seems to be compounding more than it should.
256,billing,Conflicting information about pricing,Your website shows one price but what I'm being charged is different. The support page quotes $99/month but my account shows $119/month.
257,billing,Credits expiring too quickly,Service credits you issued have a 30-day expiration period. I can't use them all in that timeframe.
258,billing,Charge calculation error with add-ons,I have 3 add-ons but my bill seems to be multiplying the cost instead of adding them. The math doesn't add up.
259,billing,Different price quoted vs charged,During the sales call I was quoted $199/month but my first bill is $249/month. The salesman promised the lower rate. Can you honor that?
260,billing,Refund still pending after two weeks,I requested a refund on March 10th and it shows as processed on your end but hasn't appeared in my bank account yet. Can you check the status?
261,billing,Sunset pricing protection,You changed pricing but didn't grandfather existing customers.
262,billing,Not consistently receiving my monthly charge records,Some receipts arrive via email others appear in the portal others not at all.
263,billing,Prepayment discount available,We'd pay upfront for a discount but you don't offer prepayment incentives.
264,billing,Currency conversion error on my monthly statement,I'm located in Canada but my statement shows USD pricing even though I set my account to CAD. The exchange rate applied seems incorrect. Please correct this.
265,billing,Payment problem I need resolved immediately,There is a serious problem with my account that needs to be resolved right away. An unexpected amount was deducted from my card last Tuesday but I cannot access my account to see what generated it. The account page won't load and I need immediate access to investigate.
266,billing,Wrong mailing address on all my charge records,I updated my billing address two months ago but invoices still show the old address. Accounts payable is rejecting them.
267,refund_request,Double billing on annual renewal,We were charged twice for our annual plan renewal this month. One charge on the 1st and another on the 15th. Please investigate and issue a refund for the duplicate.
268,billing,Tier change billing issue,When I upgraded tiers I was charged for both tiers for the entire month instead of a proration.
269,billing,Custom SKU for enterprise,We need custom SKU for our special pricing deal.
270,billing,My statement is so poorly formatted I can't read it,Your statements are confusing and don't clearly break down what each amount is for.
