id,label,subject,text
68,bug_report,App crash issue #1113,"On 2025-08-21 20:39, while using the app, I encountered an issue (error code ERR707). Steps: open dashboard -> click report -> crash. Order ref ORD-136487. Please investigate."
69,bug_report,App crash issue #1009,"On 2025-11-10 20:39, while using the app, I encountered an issue (error code ERR215). Steps: open dashboard -> click report -> crash. Order ref ORD-528918. Please investigate."
70,bug_report,App crash issue #4039,"On 2025-04-14 20:39, while using the app, I encountered an issue (error code ERR326). Steps: open dashboard -> click report -> crash. Order ref ORD-259234. Please investigate."
71,bug_report,App crash issue #7852,"On 2025-10-28 20:39, while using the app, I encountered an issue (error code ERR699). Steps: open dashboard -> click report -> crash. Order ref ORD-886492. Please investigate."
72,bug_report,App crash issue #7921,"On 2025-07-04 20:39, while using the app, I encountered an issue (error code ERR224). Steps: open dashboard -> click report -> crash. Order ref ORD-107504. Please investigate."
73,bug_report,App crash issue #1758,"On 2025-06-08 20:39, while using the app, I encountered an issue (error code ERR948). Steps: open dashboard -> click report -> crash. Order ref ORD-436742. Please investigate."
74,bug_report,App crash issue #6544,"On 2025-05-25 20:39, while using the app, I encountered an issue (error code ERR414). Steps: open dashboard -> click report -> crash. Order ref ORD-770237. Please investigate."
75,bug_report,App crash issue #1014,"On 2025-11-15 20:39, while using the app, I encountered an issue (error code ERR906). Steps: open dashboard -> click report -> crash. Order ref ORD-457733. Please investigate."
76,bug_report,App crash issue #787,"On 2026-03-21 20:39, while using the app, I encountered an issue (error code ERR826). Steps: open dashboard -> click report -> crash. Order ref ORD-374792. Please investigate."
77,bug_report,App crash issue #5672,"On 2025-05-07 20:39, while using the app, I encountered an issue (error code ERR416). Steps: open dashboard -> click report -> crash. Order ref ORD-959868. Please investigate."
78,bug_report,App crash issue #539,"On 2025-10-02 20:39, while using the app, I encountered an issue (error code ERR437). Steps: open dashboard -> click report -> crash. Order ref ORD-763433. Please investigate."
79,bug_report,App crash issue #6980,"On 2025-07-12 20:39, while using the app, I encountered an issue (error code ERR896). Steps: open dashboard -> click report -> crash. Order ref ORD-677893. Please investigate."
80,bug_report,App crash issue #5648,"On 2025-11-23 20:39, while using the app, I encountered an issue (error code ERR598). Steps: open dashboard -> click report -> crash. Order ref ORD-368544. Please investigate."
81,bug_report,App crash issue #4165,"On 2025-11-21 20:39, while using the app, I encountered an issue (error code ERR734). Steps: open dashboard -> click report -> crash. Order ref ORD-351895. Please investigate."
82,bug_report,App crash issue #3733,"On 2026-03-29 20:39, while using the app, I encountered an issue (error code ERR362). Steps: open dashboard -> click report -> crash. Order ref ORD-310402. Please investigate."
83,bug_report,App crash issue #4866,"On 2025-10-19 20:39, while using the app, I encountered an issue (error code ERR834). Steps: open dashboard -> click report -> crash. Order ref ORD-124489. Please investigate."
84,bug_report,App crash issue #8181,"On 2025-08-04 20:39, while using the app, I encountered an issue (error code ERR514). Steps: open dashboard -> click report -> crash. Order ref ORD-487398. Please investigate."
85,bug_report,App crash issue #5675,"On 2025-12-31 20:39, while using the app, I encountered an issue (error code ERR202). Steps: open dashboard -> click report -> crash. Order ref ORD-139272. Please investigate."
86,bug_report,App crash issue #7426,"On 2025-07-26 20:39, while using the app, I encountered an issue (error code ERR651). Steps: open dashboard -> click report -> crash. Order ref ORD-642801. Please investigate."
87,bug_report,App crash issue #3656,"On 2025-05-13 20:39, while using the app, I encountered an issue (error code ERR178). Steps: open dashboard -> click report -> crash. Order ref ORD-681756. Please investigate."
88,bug_report,App crash issue #603,"On 2025-08-24 20:39, while using the app, I encountered an issue (error code ERR985). Steps: open dashboard -> click report -> crash. Order ref ORD-452199. Please investigate."
89,bug_report,App crash issue #5058,"On 2025-04-18 20:39, while using the app, I encountered an issue (error code ERR592). Steps: open dashboard -> click report -> crash. Order ref ORD-980224. Please investigate."
90,bug_report,App crash issue #2894,"On 2025-12-08 20:39, while using the app, I encountered an issue (error code ERR909). Steps: open dashboard -> click report -> crash. Order ref ORD-370717. Please investigate."
91,bug_report,App crash issue #2845,"On 2025-12-26 20:39, while using the app, I encountered an issue (error code ERR447). Steps: open dashboard -> click report -> crash. Order ref ORD-252889. Please investigate."
92,bug_report,App crash issue #2441,"On 2025-07-07 20:39, while using the app, I encountered an issue (error code ERR474). Steps: open dashboard -> click report -> crash. Order ref ORD-509892. Please investigate."
93,bug_report,App crash issue #5381,"On 2025-11-20 20:39, while using the app, I encountered an issue (error code ERR937). Steps: open dashboard -> click report -> crash. Order ref ORD-250020. Please investigate."
94,bug_report,App crash issue #366,"On 2025-12-03 20:39, while using the app, I encountered an issue (error code ERR584). Steps: open dashboard -> click report -> crash. Order ref ORD-169700. Please investigate."
95,bug_report,App crash issue #9287,"On 2025-07-23 20:39, while using the app, I encountered an issue (error code ERR772). Steps: open dashboard -> click report -> crash. Order ref ORD-521931. Please investigate."
96,bug_report,App crash issue #230,"On 2026-01-19 20:39, while using the app, I encountered an issue (error code ERR338). Steps: open dashboard -> click report -> crash. Order ref ORD-813809. Please investigate."
97,bug_report,App crash issue #9368,"On 2025-12-12 20:39, while using the app, I encountered an issue (error code ERR431). Steps: open dashboard -> click report -> crash. Order ref ORD-624198. Please investigate."
98,bug_report,App crash issue #2294,"On 2026-02-05 20:39, while using the app, I encountered an issue (error code ERR258). Steps: open dashboard -> click report -> crash. Order ref ORD-717558. Please investigate."
99,bug_report,App crash issue #1923,"On 2026-03-23 20:39, while using the app, I encountered an issue (error code ERR274). Steps: open dashboard -> click report -> crash. Order ref ORD-412133. Please investigate."
100,bug_report,App crash issue #4240,"On 2025-11-18 20:39, while using the app, I encountered an issue (error code ERR605). Steps: open dashboard -> click report -> crash. Order ref ORD-423338. Please investigate."
101,bug_report,App crash issue #4481,"On 2025-09-20 20:39, while using the app, I encountered an issue (error code ERR835). Steps: open dashboard -> click report -> crash. Order ref ORD-105402. Please investigate."
102,bug_report,App crash issue #8171,"On 2025-09-17 20:39, while using the app, I encountered an issue (error code ERR414). Steps: open dashboard -> click report -> crash. Order ref ORD-703532. Please investigate."
103,bug_report,App crash issue #8622,"On 2026-04-02 20:39, while using the app, I encountered an issue (error code ERR683). Steps: open dashboard -> click report -> crash. Order ref ORD-982975. Please investigate."
104,bug_report,App crash issue #9897,"On 2025-11-21 20:39, while using the app, I encountered an issue (error code ERR714). Steps: open dashboard -> click report -> crash. Order ref ORD-195017. Please investigate."
105,bug_report,App crash issue #7549,"On 2026-02-21 20:39, while using the app, I encountered an issue (error code ERR303). Steps: open dashboard -> click report -> crash. Order ref ORD-723589. Please investigate."
106,bug_report,App crash issue #6834,"On 2026-03-02 20:39, while using the app, I encountered an issue (error code ERR998). Steps: open dashboard -> click report -> crash. Order ref ORD-132374. Please investigate."
107,bug_report,App crash issue #4440,"On 2026-03-18 20:39, while using the app, I encountered an issue (error code ERR550). Steps: open dashboard -> click report -> crash. Order ref ORD-592058. Please investigate."
108,bug_report,App crash issue #9049,"On 2025-09-13 20:39, while using the app, I encountered an issue (error code ERR231). Steps: open dashboard -> click report -> crash. Order ref ORD-535178. Please investigate."
109,bug_report,App crash issue #8710,"On 2025-10-13 20:39, while using the app, I encountered an issue (error code ERR595). Steps: open dashboard -> click report -> crash. Order ref ORD-994972. Please investigate."
110,bug_report,App crash issue #307,"On 2026-03-13 20:39, while using the app, I encountered an issue (error code ERR762). Steps: open dashboard -> click report -> crash. Order ref ORD-986474. Please investigate."
111,bug_report,App crash issue #7915,"On 2025-12-31 20:39, while using the app, I encountered an issue (error code ERR915). Steps: open dashboard -> click report -> crash. Order ref ORD-358634. Please investigate."
112,bug_report,App crash issue #3158,"On 2025-10-15 20:39, while using the app, I encountered an issue (error code ERR527). Steps: open dashboard -> click report -> crash. Order ref ORD-457109. Please investigate."
113,bug_report,App crash issue #3362,"On 2025-12-21 20:39, while using the app, I encountered an issue (error code ERR930). Steps: open dashboard -> click report -> crash. Order ref ORD-584150. Please investigate."
114,bug_report,App crash issue #5842,"On 2025-04-24 20:39, while using the app, I encountered an issue (error code ERR476). Steps: open dashboard -> click report -> crash. Order ref ORD-967921. Please investigate."
115,bug_report,App crash issue #3990,"On 2025-04-29 20:39, while using the app, I encountered an issue (error code ERR690). Steps: open dashboard -> click report -> crash. Order ref ORD-137095. Please investigate."
116,bug_report,App crash issue #7772,"On 2025-05-06 20:39, while using the app, I encountered an issue (error code ERR243). Steps: open dashboard -> click report -> crash. Order ref ORD-264094. Please investigate."
117,bug_report,App crash issue #6349,"On 2026-03-17 20:39, while using the app, I encountered an issue (error code ERR594). Steps: open dashboard -> click report -> crash. Order ref ORD-316795. Please investigate."
118,bug_report,App crash issue #3707,"On 2025-09-22 20:39, while using the app, I encountered an issue (error code ERR118). Steps: open dashboard -> click report -> crash. Order ref ORD-200944. Please investigate."
119,bug_report,App crash issue #8577,"On 2026-02-01 20:39, while using the app, I encountered an issue (error code ERR458). Steps: open dashboard -> click report -> crash. Order ref ORD-908143. Please investigate."
120,bug_report,App crash issue #5416,"On 2025-12-27 20:39, while using the app, I encountered an issue (error code ERR551). Steps: open dashboard -> click report -> crash. Order ref ORD-446755. Please investigate."
121,bug_report,App crash issue #172,"On 2025-11-02 20:39, while using the app, I encountered an issue (error code ERR941). Steps: open dashboard -> click report -> crash. Order ref ORD-339037. Please investigate."
122,bug_report,App crash issue #6885,"On 2025-12-10 20:39, while using the app, I encountered an issue (error code ERR536). Steps: open dashboard -> click report -> crash. Order ref ORD-858885. Please investigate."
123,bug_report,App crash issue #7142,"On 2025-12-05 20:39, while using the app, I encountered an issue (error code ERR664). Steps: open dashboard -> click report -> crash. Order ref ORD-589202. Please investigate."
124,bug_report,App crash issue #3345,"On 2026-01-02 20:39, while using the app, I encountered an issue (error code ERR989). Steps: open dashboard -> click report -> crash. Order ref ORD-619781. Please investigate."
125,bug_report,App crash issue #1372,"On 2025-06-27 20:39, while using the app, I encountered an issue (error code ERR842). Steps: open dashboard -> click report -> crash. Order ref ORD-792015. Please investigate."
126,bug_report,App crash issue #2554,"On 2025-10-16 20:39, while using the app, I encountered an issue (error code ERR929). Steps: open dashboard -> click report -> crash. Order ref ORD-828057. Please investigate."
127,bug_report,App crash issue #2491,"On 2025-10-18 20:39, while using the app, I encountered an issue (error code ERR291). Steps: open dashboard -> click report -> crash. Order ref ORD-142010. Please investigate."
128,bug_report,App crash issue #821,"On 2025-12-12 20:39, while using the app, I encountered an issue (error code ERR407). Steps: open dashboard -> click report -> crash. Order ref ORD-775699. Please investigate."
129,bug_report,App crash issue #8895,"On 2025-06-14 20:39, while using the app, I encountered an issue (error code ERR812). Steps: open dashboard -> click report -> crash. Order ref ORD-405299. Please investigate."
130,bug_report,App crash issue #3404,"On 2025-08-29 20:39, while using the app, I encountered an issue (error code ERR327). Steps: open dashboard -> click report -> crash. Order ref ORD-980730. Please investigate."
131,bug_report,App crash issue #3514,"On 2025-12-29 20:39, while using the app, I encountered an issue (error code ERR565). Steps: open dashboard -> click report -> crash. Order ref ORD-266156. Please investigate."
132,bug_report,App crash issue #9168,"On 2025-11-18 20:39, while using the app, I encountered an issue (error code ERR507). Steps: open dashboard -> click report -> crash. Order ref ORD-185926. Please investigate."
133,bug_report,App crash issue #9101,"On 2026-02-04 20:39, while using the app, I encountered an issue (error code ERR189). Steps: open dashboard -> click report -> crash. Order ref ORD-530696. Please investigate."
134,bug_report,App crash issue #8926,"On 2025-10-26 20:39, while using the app, I encountered an issue (error code ERR387). Steps: open dashboard -> click report -> crash. Order ref ORD-680069. Please investigate."
135,bug_report,App crash issue #4577,"On 2026-02-14 20:39, while using the app, I encountered an issue (error code ERR609). Steps: open dashboard -> click report -> crash. Order ref ORD-273969. Please investigate."
136,bug_report,App crash issue #5147,"On 2025-10-06 20:39, while using the app, I encountered an issue (error code ERR471). Steps: open dashboard -> click report -> crash. Order ref ORD-510558. Please investigate."
137,bug_report,App crash issue #8867,"On 2025-10-13 20:39, while using the app, I encountered an issue (error code ERR790). Steps: open dashboard -> click report -> crash. Order ref ORD-845305. Please investigate."
138,bug_report,App crash issue #8125,"On 2026-01-31 20:39, while using the app, I encountered an issue (error code ERR272). Steps: open dashboard -> click report -> crash. Order ref ORD-913379. Please investigate."
139,bug_report,App crash issue #3618,"On 2026-01-19 20:39, while using the app, I encountered an issue (error code ERR121). Steps: open dashboard -> click report -> crash. Order ref ORD-292548. Please investigate."
140,bug_report,App crash issue #970,"On 2025-11-10 20:39, while using the app, I encountered an issue (error code ERR622). Steps: open dashboard -> click report -> crash. Order ref ORD-189611. Please investigate."
141,bug_report,App crash issue #4587,"On 2025-05-10 20:39, while using the app, I encountered an issue (error code ERR913). Steps: open dashboard -> click report -> crash. Order ref ORD-687697. Please investigate."
142,bug_report,App crash issue #5207,"On 2025-09-18 20:39, while using the app, I encountered an issue (error code ERR410). Steps: open dashboard -> click report -> crash. Order ref ORD-102451. Please investigate."
143,bug_report,App crash issue #7096,"On 2025-06-04 20:39, while using the app, I encountered an issue (error code ERR415). Steps: open dashboard -> click report -> crash. Order ref ORD-757895. Please investigate."
144,bug_report,App crash issue #7011,"On 2025-08-21 20:39, while using the app, I encountered an issue (error code ERR929). Steps: open dashboard -> click report -> crash. Order ref ORD-228354. Please investigate."
145,bug_report,App crash issue #2027,"On 2025-11-24 20:39, while using the app, I encountered an issue (error code ERR906). Steps: open dashboard -> click report -> crash. Order ref ORD-460511. Please investigate."
146,bug_report,App crash issue #4749,"On 2026-02-08 20:39, while using the app, I encountered an issue (error code ERR113). Steps: open dashboard -> click report -> crash. Order ref ORD-179526. Please investigate."
147,bug_report,App crash issue #1839,"On 2025-08-17 20:39, while using the app, I encountered an issue (error code ERR177). Steps: open dashboard -> click report -> crash. Order ref ORD-250292. Please investigate."
148,bug_report,App crash issue #4808,"On 2026-01-02 20:39, while using the app, I encountered an issue (error code ERR687). Steps: open dashboard -> click report -> crash. Order ref ORD-912252. Please investigate."
149,bug_report,App crash issue #1383,"On 2025-11-24 20:39, while using the app, I encountered an issue (error code ERR100). Steps: open dashboard -> click report -> crash. Order ref ORD-805419. Please investigate."
150,bug_report,App crash issue #1973,"On 2025-10-05 20:39, while using the app, I encountered an issue (error code ERR575). Steps: open dashboard -> click report -> crash. Order ref ORD-181018. Please investigate."
151,bug_report,App crash issue #3956,"On 2025-07-03 20:39, while using the app, I encountered an issue (error code ERR836). Steps: open dashboard -> click report -> crash. Order ref ORD-340676. Please investigate."
152,bug_report,App crash issue #1865,"On 2026-02-11 20:39, while using the app, I encountered an issue (error code ERR663). Steps: open dashboard -> click report -> crash. Order ref ORD-866142. Please investigate."
153,bug_report,App crash issue #7133,"On 2025-07-12 20:39, while using the app, I encountered an issue (error code ERR434). Steps: open dashboard -> click report -> crash. Order ref ORD-823151. Please investigate."
154,bug_report,App crash issue #2657,"On 2025-10-31 20:39, while using the app, I encountered an issue (error code ERR973). Steps: open dashboard -> click report -> crash. Order ref ORD-943087. Please investigate."
155,bug_report,App crash issue #891,"On 2025-07-01 20:39, while using the app, I encountered an issue (error code ERR485). Steps: open dashboard -> click report -> crash. Order ref ORD-989750. Please investigate."
156,bug_report,App crash issue #5629,"On 2025-11-06 20:39, while using the app, I encountered an issue (error code ERR341). Steps: open dashboard -> click report -> crash. Order ref ORD-575052. Please investigate."
157,bug_report,App crash issue #7609,"On 2026-03-20 20:39, while using the app, I encountered an issue (error code ERR236). Steps: open dashboard -> click report -> crash. Order ref ORD-159059. Please investigate."
158,bug_report,App crash issue #7573,"On 2025-09-13 20:39, while using the app, I encountered an issue (error code ERR669). Steps: open dashboard -> click report -> crash. Order ref ORD-408814. Please investigate."
159,bug_report,App crash issue #1602,"On 2025-12-02 20:39, while using the app, I encountered an issue (error code ERR836). Steps: open dashboard -> click report -> crash. Order ref ORD-161603. Please investigate."
160,bug_report,App crash issue #3196,"On 2026-02-23 20:39, while using the app, I encountered an issue (error code ERR928). Steps: open dashboard -> click report -> crash. Order ref ORD-510985. Please investigate."
161,bug_report,App crash issue #2701,"On 2025-05-15 20:39, while using the app, I encountered an issue (error code ERR444). Steps: open dashboard -> click report -> crash. Order ref ORD-723019. Please investigate."
162,bug_report,App crash issue #5659,"On 2025-12-02 20:39, while using the app, I encountered an issue (error code ERR519). Steps: open dashboard -> click report -> crash. Order ref ORD-946785. Please investigate."
